,Strassenklasse,Unfalldatum,Alter,Unfallklasse,Unfallschwere,Lichtverhältnisse,Verletzte Personen,Anzahl Fahrzeuge,Bodenbeschaffenheit,Geschlecht,Zeit (24h),Fahrzeugtyp,Wetterlage
173,nicht klassifiziert,8. Nov.,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1510,Auto,Gut
174,Landesstrasse,10. Feb.,31,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1320,Auto,Gut
175,nicht klassifiziert,23. Aug.,25,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,5,trocken,weiblich,1125,Auto,Gut
176,nicht klassifiziert,17-May-09,65,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1230,Bus,Regen
177,nicht klassifiziert,10. Nov.,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,1,nass / feucht,weiblich,2255,Auto,Gut
178,Autobahn,31. Jan.,27,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,männlich,344,Auto,Gut
179,Landesstrasse,3. Mrz.,49,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1445,Mottorrad (500cc),Gut
180,nicht klassifiziert,10-Dec-10,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,Frost/ Ice,weiblich,1230,Auto,Gut
181,Landesstrasse,13-Oct-09,13,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1450,Auto,Gut
182,nicht klassifiziert,11. Jun.,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,745,Mottorrad (500cc),Gut
183,nicht klassifiziert,8. Mrz.,25,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,148,Auto,Gut
184,nicht klassifiziert,16. Jul.,70,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1825,Fahrrad,Gut
185,Bundesstrasse,7. Aug.,36,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1130,Auto,Gut
186,Landesstrasse,5. Okt.,71,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1326,Auto,Gut
187,Bundesstrasse,26. Sep.,20,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1912,Mottorrad (50cc),Gut
188,nicht klassifiziert,8. Nov.,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1945,Auto,Gut
189,nicht klassifiziert,22. Sep.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1610,Auto,Gut
190,Bundesstrasse,14. Jul.,38,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,705,Fahrrad,Gut
191,nicht klassifiziert,27-May-11,41,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,935,Bus,Gut
192,Bundesstrasse,28. Apr.,48,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1412,Mottorrad (500cc),Regen
193,Kraftfahrzeugstrasse,15. Jul.,26,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,2,1,nass / feucht,männlich,8,Auto,Regen
194,nicht klassifiziert,20. Jul.,25,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2055,Auto,Gut
195,nicht klassifiziert,22. Jan.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,7,Schnee,männlich,1430,Fahrrad,Gut
196,Bundesstrasse,30. Nov.,11,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,1811,Auto,Gut
197,nicht klassifiziert,06-May-09,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,750,Auto,Gut
198,nicht klassifiziert,12-Oct-11,22,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,weiblich,1920,Auto,Regen
199,Bundesstrasse,26. Jun.,60,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,812,Auto,Gut
200,Bundesstrasse,30. Sep.,28,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,751,Auto,Gut
201,nicht klassifiziert,13. Mai.,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,4,trocken,männlich,2015,Auto,Gut
202,Landesstrasse,18. Nov.,81,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1030,Mottorrad,Gut
203,Landesstrasse,5. Jan.,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,2125,Auto,Regen (starker Wind)
204,Bundesstrasse,15-Oct-09,41,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,3,3,nass / feucht,weiblich,725,Auto,Regen
205,nicht klassifiziert,6. Apr.,18,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1125,Auto,Gut
206,nicht klassifiziert,21. Sep.,22,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1510,Transporter,Gut
207,nicht klassifiziert,14. Feb.,32,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,1750,Auto,Regen (starker Wind)
208,nicht klassifiziert,13. Nov.,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1511,LKW ab 7.5t,Gut
209,Autobahn,7. Sep.,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,männlich,1945,Auto,Gut
210,nicht klassifiziert,23. Feb.,21,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1455,Bus,Gut
211,nicht klassifiziert,10. Aug.,65,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1729,Auto,Gut
212,nicht klassifiziert,11. Feb.,20,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,340,Taxi,Gut
213,nicht klassifiziert,03-Dec-12,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und nicht beleuchtet,3,2,Frost / Eis,männlich,655,Auto,Gut
214,nicht klassifiziert,19. Apr.,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1620,Auto,Gut
215,nicht klassifiziert,9. Mai.,70,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,2003,Auto,Gut
216,nicht klassifiziert,15. Feb.,87,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1420,Andere,Gut
217,nicht klassifiziert,1. Jan.,16,Fussgänger,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,1620,Auto,Gut
218,Autobahn,22. Jun.,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1329,Auto,Gut
219,nicht klassifiziert,24. Jun.,18,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,weiblich,1820,Taxi,Gut
220,nicht klassifiziert,21. Jul.,51,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,2020,Auto,Gut
221,Landesstrasse,15. Sep.,16,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,trocken,männlich,2030,Transporter,Gut
222,nicht klassifiziert,18. Jul.,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1850,Taxi,Gut
223,nicht klassifiziert,13. Sep.,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1530,Auto,Andere
224,nicht klassifiziert,17. Jul.,36,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,4,1,trocken,weiblich,2356,Kleinbus,Gut
225,nicht klassifiziert,6. Jan.,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,3,nass / feucht,männlich,2055,Auto,Gut
226,nicht klassifiziert,9. Apr.,36,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,5,trocken,männlich,2333,Auto,Gut
227,Bundesstrasse,19. Jun.,54,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,trocken,weiblich,900,Auto,Gut
228,Bundesstrasse,22. Jul.,43,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,715,Auto,Gut
229,nicht klassifiziert,5. Feb.,57,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,weiblich,1710,Auto,Regen
230,Bundesstrasse,7. Jun.,35,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,721,Fahrrad,Gut
231,nicht klassifiziert,2. Jan.,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1350,Auto,Gut
232,Bundesstrasse,26. Sep.,20,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,1,trocken,männlich,2017,Auto,Gut
233,Bundesstrasse,04-Oct-10,22,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,männlich,1615,Auto,Gut
234,Bundesstrasse,9. Apr.,32,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1808,Auto,Gut
235,nicht klassifiziert,04-Dec-09,80,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,920,Auto,Gut
236,Bundesstrasse,19. Jun.,20,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1851,Auto,Gut
237,Bundesstrasse,9. Okt.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1930,Fahrrad,Gut
238,Kraftfahrzeugstrasse,7. Jun.,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1459,Auto,Gut
239,Autobahn,4. Jun.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1726,Auto,Gut
240,Bundesstrasse,10. Jun.,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1640,Auto,Gut
241,Autobahn,23. Jul.,49,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,7,2,trocken,weiblich,1640,Auto,Gut
242,Bundesstrasse,9. Mai.,27,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1425,Auto,Gut
243,nicht klassifiziert,25. Mai.,23,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,männlich,1455,Auto,Gut
244,Bundesstrasse,20. Okt.,22,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1707,Auto,Gut
245,Autobahn,28. Feb.,35,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,männlich,1730,Auto,Gut
246,nicht klassifiziert,3. Jul.,34,Fahrer,2,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1736,Fahrrad,Gut
247,Bundesstrasse,03-Oct-12,90,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,weiblich,1510,Auto,Gut
248,nicht klassifiziert,4. Nov.,32,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,1715,Auto,Regen
249,Bundesstrasse,11. Aug.,70,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,6,2,trocken,männlich,1339,Auto,Gut
250,nicht klassifiziert,5. Feb.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1424,Transporter,Gut
251,nicht klassifiziert,18-Oct-09,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1340,Auto,Gut
252,Bundesstrasse,31. Aug.,28,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1700,Auto,Gut
253,Landesstrasse,02-Dec-10,45,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1815,Auto,Gut
254,Autobahn,3. Nov.,40,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,weiblich,1930,Auto,Gut
255,nicht klassifiziert,26. Jun.,23,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,2032,Mottorrad,Gut
256,Bundesstrasse,27. Feb.,62,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,1,nass / feucht,weiblich,1225,Auto,Gut
257,nicht klassifiziert,15. Sep.,17,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1310,Auto,Gut
258,nicht klassifiziert,26. Sep.,19,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1715,Auto,Gut
259,nicht klassifiziert,12. Jan.,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,1235,Auto,Gut
260,Bundesstrasse,16. Sep.,28,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,3,2,nass / feucht,weiblich,1915,Auto,Regen
261,nicht klassifiziert,30. Sep.,65,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1555,Auto,Gut
262,Bundesstrasse,1. Nov.,44,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,827,Auto,Gut
263,Autobahn,25. Okt.,38,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,745,Mottorrad (500cc),Regen
264,Bundesstrasse,17. Apr.,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1104,Auto,Gut
265,Bundesstrasse,27-May-10,71,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1546,Auto,Gut
266,unbefestigte Strasse,3. Nov.,51,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1032,Auto,Gut
267,Landesstrasse,4. Aug.,48,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1214,Auto,Gut
268,Bundesstrasse,28. Jan.,65,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1440,Bus,Gut
269,Landesstrasse,7. Jul.,21,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1835,Auto,Gut
270,nicht klassifiziert,23. Nov.,18,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,1,trocken,männlich,2240,Auto,Gut
271,Landesstrasse,21-May-09,40,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1730,Fahrrad,Gut
272,nicht klassifiziert,11. Jul.,78,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,935,Auto,Gut
273,Bundesstrasse,8. Aug.,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,2048,Auto,Gut
274,nicht klassifiziert,20-May-12,19,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,7,Taxi,Gut
275,nicht klassifiziert,10. Nov.,46,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1610,Auto,Gut
276,Bundesstrasse,13-Oct-12,47,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1259,Fahrrad,Gut
277,nicht klassifiziert,26. Jan.,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,weiblich,845,Auto,Gut
278,nicht klassifiziert,15-Mar-12,16,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1845,Mottorrad,Gut
279,Bundesstrasse,24. Apr.,25,Fussgänger,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,2038,Bus,Gut
280,nicht klassifiziert,24. Sep.,43,Fussgänger,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1425,Bus,Gut
281,nicht klassifiziert,26. Feb.,38,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1839,Auto,Gut
282,Bundesstrasse,30. Jun.,29,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1845,Auto,Gut
283,Autobahn,23. Sep.,22,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,1,nass / feucht,weiblich,430,Auto,Gut
284,nicht klassifiziert,17. Apr.,11,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1640,Fahrrad,Gut
285,Bundesstrasse,14-Mar-10,19,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1205,Mottorrad (500cc),Gut
286,Bundesstrasse,21. Okt.,55,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1509,Mottorrad (500cc),Gut (starker Wind)
287,Bundesstrasse,9. Nov.,55,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1201,Mottorrad (500cc),Gut
288,Bundesstrasse,17. Jul.,54,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,955,Auto,Gut
289,Bundesstrasse,17. Apr.,42,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1750,Fahrrad,Gut
290,Autobahn,12. Jul.,36,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1239,Auto,Regen
291,nicht klassifiziert,1. Feb.,24,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1530,Transporter,Gut
292,Kraftfahrzeugstrasse,20-Mar-10,43,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,3,2,nass / feucht,weiblich,1500,Auto,Andere
293,Bundesstrasse,9. Aug.,34,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,1,2,trocken,männlich,1730,Fahrrad,Gut
294,Bundesstrasse,20. Apr.,21,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1015,Fahrrad,Gut
295,nicht klassifiziert,23. Mai.,14,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,nass / feucht,männlich,1400,Auto,Regen
296,nicht klassifiziert,5. Jun.,59,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,4,2,trocken,männlich,2338,Taxi,Gut
297,nicht klassifiziert,10-Dec-12,24,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1530,Auto,Gut
298,Autobahn,10-Dec-09,49,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,1725,Auto,Gut
299,Bundesstrasse,29. Sep.,30,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1507,Fahrrad,Gut
300,Landesstrasse,17. Sep.,70,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1000,Bus,Gut
301,nicht klassifiziert,23. Apr.,53,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1638,Auto,Gut
302,Landesstrasse,6. Dez.,20,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,männlich,400,Taxi,Gut
303,Landesstrasse,19. Sep.,30,Fahrer,2,Tageslicht: Strassenbeleuchtung vorhanden,4,2,nass / feucht,männlich,1206,Auto,Regen
304,Bundesstrasse,22. Jun.,34,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,nass / feucht,männlich,1530,Auto,Regen (starker Wind)
305,Bundesstrasse,26. Feb.,11,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,3,trocken,weiblich,1300,Auto,Gut
306,Bundesstrasse,12. Jul.,19,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,weiblich,253,Mottorrad (50cc),Regen
307,Landesstrasse,31-Oct-09,23,Fahrer,2,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,männlich,1727,Mottorrad (500cc),Gut
308,Landesstrasse,29. Nov.,25,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,902,Fahrrad,Gut
309,Bundesstrasse,1. Jun.,42,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1248,Taxi,Gut
310,nicht klassifiziert,30. Aug.,16,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1830,Auto,Gut
311,Bundesstrasse,18. Nov.,22,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,2,trocken,weiblich,1939,Fahrrad,Gut
312,Bundesstrasse,23. Nov.,39,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,nass / feucht,männlich,145,Taxi,Regen (starker Wind)
313,Autobahn,29. Apr.,12,Passagier,1,Dunkelheit: keine Strassenbeleuchtung,1,2,nass / feucht,weiblich,2118,Auto,Regen
314,nicht klassifiziert,05-Oct-10,17,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1630,Fahrrad,Gut
315,Autobahn,9. Sep.,48,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1606,Auto,Gut
316,nicht klassifiziert,04-May-12,26,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,2,trocken,männlich,1830,Auto,Gut
317,Bundesstrasse,13. Jun.,13,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1600,Auto,Gut
318,nicht klassifiziert,3. Jun.,37,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,2,trocken,männlich,2124,Auto,Gut
319,nicht klassifiziert,13. Jun.,6,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,nass / feucht,männlich,1503,Auto,Regen
320,Bundesstrasse,9. Mrz.,12,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,1020,Auto,Gut
321,Bundesstrasse,12. Mrz.,27,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,930,Auto,Gut
322,nicht klassifiziert,01-May-12,45,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,810,Auto,Gut
323,Bundesstrasse,30. Jan.,18,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,Frost / Eis,weiblich,1900,Auto,Gut
324,Bundesstrasse,31. Jul.,17,Passagier,1,Dunkelheit: Strassenbeleuchtung unbekannt,2,1,trocken,männlich,2340,Auto,Gut
325,Bundesstrasse,28-May-10,15,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1110,Fahrrad,Gut
326,nicht klassifiziert,5. Aug.,26,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,830,Bus,Gut
327,Bundesstrasse,12. Apr.,26,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,männlich,1034,Auto,Gut
328,Bundesstrasse,7. Feb.,20,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,weiblich,735,Auto,Gut
329,nicht klassifiziert,18-Mar-11,1,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,4,2,trocken,männlich,1120,Auto,Gut
330,nicht klassifiziert,5. Sep.,58,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,3,trocken,weiblich,940,Auto,Gut
331,nicht klassifiziert,13. Jan.,21,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,nass / feucht,weiblich,25,Auto,Gut
332,nicht klassifiziert,21-Oct-10,44,Fahrer,1,Dunkelheit: Strassenbeleuchtung unbekannt,3,2,trocken,männlich,1945,Auto,Gut
333,nicht klassifiziert,17. Apr.,55,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,weiblich,1515,Auto,Gut
334,Landesstrasse,10-May-10,33,Passagier,2,Tageslicht: Strassenbeleuchtung vorhanden,2,2,trocken,weiblich,1300,Auto,Gut
335,Bundesstrasse,3. Sep.,8,Passagier,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,5,2,trocken,männlich,2109,Auto,Gut
336,Bundesstrasse,10. Feb.,24,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,2,3,trocken,männlich,1745,Auto,Gut
337,Bundesstrasse,04-Oct-11,24,Fussgänger,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,trocken,weiblich,2300,Auto,Gut
338,nicht klassifiziert,09-Oct-12,54,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1400,Bus,Gut
339,nicht klassifiziert,19. Okt.,22,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,2245,Taxi,Gut
340,Bundesstrasse,1. Sep.,33,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,2,3,trocken,weiblich,1335,Auto,Gut
341,Bundesstrasse,01-May-09,30,Fahrer,1,Dunkelheit: Strassenbeleuchtung vorhanden und beleuchtet,1,1,nass / feucht,männlich,55,Auto,Gut
342,Landesstrasse,26. Sep.,24,Passagier,1,Tageslicht: Strassenbeleuchtung vorhanden,5,2,nass / feucht,männlich,1144,Auto,Regen
343,Landesstrasse,17-Mar-09,12,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,2,1,trocken,weiblich,1800,Auto,Gut
344,Landesstrasse,4. Feb.,15,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1510,Auto,Gut (starker Wind)
345,Bundesstrasse,21. Sep.,49,Fussgänger,1,Tageslicht: Strassenbeleuchtung vorhanden,1,1,trocken,männlich,1020,Transporter,Gut
346,Bundesstrasse,27. Sep.,67,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,männlich,1415,Auto,Gut
347,nicht klassifiziert,18. Apr.,18,Fahrer,1,Dunkelheit: keine Strassenbeleuchtung,4,2,trocken,männlich,2122,Auto,Gut
348,Bundesstrasse,5. Nov.,23,Fahrer,1,Tageslicht: Strassenbeleuchtung vorhanden,1,2,trocken,weiblich,1350,Auto,Gut
